CleaningType,Dataset,SampleID,SampleText
Near duplicates,EUbookshop,42,"Tháinig an fíon ó thorthaí de dhéantús baile...Gnó ceart teaghlaigh!
(a) an Comhphobal a bheith rannpháirteach i maoiniú an Ghnóthais Chomhpháirtigh,
Chuige sin, bunaítear leis seo Ciste Forbraíochta do na Tíortha agus na Críocha Thar Lear, a n-íocfaidh na Ballstáit isteach ann, i gcaitheamh tréimhse chúig bliana, na ranníocaí bliantúla atá leagtha amach in Iarscribhinn A a ghabhann leis an gCoinbhinsiún seo.
Ní bheidh feidhm ag an mír seo maidir le forálacha Threoir 69/335/CEE ón gComhairle maidir le dleacht chaipitil.
Faoina teorainneacha agus na coinníollacha arna nglacadh ag an gComhairle faoin nós imeachta atá leagtha síos in Airteagal 41, beidh an Banc Ceannais Eorpach i dteideal fíneálacha nó íocaíochtaí pionósacha tréimhsiúla a ghearradh ar ghnóthais mura gcomhlíonfar na hoibleagáidí faoina rialacháin Eorpacha agus faoina chinntí Eorpacha."
Near duplicates,EUbookshop,43,"Ar an tríú dul síos, bíonn deis agat anseo, mar cheannaitheoir, casadh ar ár gcuid soláthróirí ar fad, beagnach.’ ach agus Dobharshaothrú san E Iasc
Tá gá práinneach ann imscrúdú a dhéanamh ar na himpleachtaí eiticiúla agusbeartais a bhaineann le taighde eolaíochta néarógaí ar andúil chun a chinntiú go ndéanfar forbairtí a chur chun cinn ar bhealach a thabharfaidh cosaint leordhóthanach do chearta an duine agus a chosnóidh na luachanna eiticiúla de thoiliú, saoirse, comhionannas agus príobháideacht.
Grianghraf ar an gclúdach tosaigh: © iStockphoto.com/Silence
Eistir cheallalóis, gun níotráití ugus .inc.u.un α áireamh
Eagrán 33, Aibreán2007"
Near duplicates,EUbookshop,44,"Ach i gcás na Ríochta Aontaithe, socrófar na praghsanna sin ar leibhéal a bhéarfaidh, nuair a chuirfear rialacháin an Chomhphobail chun feidhme, go mbeidh leibhéal margadhphraghsanna ann ¡s inchomparáide leñar tuairiscíodh sa Bhallstát lena mbaineann ín imeacht tréimhse samplaithí roimh an gcóras sin a chur chun feidhme.*
Nuair a bheidh a t-athbhreithniú sin ar siúl cuirfear. i dteannta nithe eile, na nithe seo a leanas san áireamh: a) an dui ar aghaidh a bheidh déanta maidir le comhaontú domhanda éifeachtach faoi tháirgi bainne. ina mbeadh an Comhphobal agus na tíortha tábhachtacha táirgíochta agus tomhaltais eile ina bpáirtithe.
D'fhonn forálacha Airteagail an Teidil seo a chur chun feidhme, féadfaidh an Coimisiún dui i gcomhairle leis an gCoiste Airgeadaíochta agus aon tograí is iomchuí a chur faoi bhráid na Comhairle.
Tugann an Spáinn dá haire go bhfuil, i gcomhréir le hAirteagal I-10 den Bhunreacht, saoránacht an Aontais ag gach náisiúnach de Bhallstát.
CRÍOCH."
Near duplicates,EUbookshop,45,"V — Ionstraim Chríochnaitheach
Cuirfeur Láríonad Aistriúcháin le haghuidh eugruis un Aontuis ur bun luistigh de Runnógu Aistriúcháin un Choimisiúin uta lonnuithe i Lucsamburg a áirítheoidh nu seirbhisi aistriúcháin is gá ar mhaiche le hoibriú na n­eagras agus na rannu ur socraíodh a gcuid suíomh le Cinneudh un 29 Deireadh Fómhair 1993 thuas, amach ó aistritheoirí na hlnstitiúide Eorpaí Airgead­aíochta.
Sa bhliain 2005, meastar gur urghabhadh 752 tona ar fud an domhain; urghabhadh 107 tona san Eoraip agus sa Spáinn a urghabhadh tuairim is leath an mhéid sin.
Nuair a bhíonn impleachtaí cosanta ag an gcinneadh sin, gníomhóidh an Chomhairle i gcomhréir le hAirteagal III 300 (1).
Iarscríbhinn VIII: dá dtagraítear in"
Near duplicates,EUbookshop,46,"Ag an gComhdháil Idir-rialtasach atá sceidealta i 1996, deimhneoidh nó leasóidh na hinstitiúidí forálacha an Chomhaontaithe seo.
Sa chás sin, áiritheoidh sé go bhfuil, ar dháta nach déanaí ná an dáta nach mór dlí réime Eorpacha thrasuí, nó an dáta nach mór rialachán Eorpach nó cinneadh Eorpacha chur chun feidhme, na beartais gá tugtha isteach trí chomhaontú ag na comhpháirtithe sóisialta, agus an Ballstát i dtrácht faoi cheangal gach beart is gá a ghlacadh chun a chumasú dó tráth ar bith a bheith in ann na torthaí arna bhforchur leis an dlí réime sin, leis an rialachán sin nó leis an gcinneadh sin a ráthú.
Comhdhálacha agus cruinnithe
376 L 0761: Treoir 76/761/CEE ón gComhairle an 27 lúil 1976 maidir le comhfhogasú dhlíthe na mBallstát a bhaineann le ceannsoilse mótarfheithiclí a oibríonn mar cheannsoilse príomhléis agus/nó mar cheannsoilse léis íslithe agus le soilse leictreacha filiméid ghealbhruthaigh do na ceannsoilse sin (IO Uimh. L 262, 27.9.1976, Ich.
Mheas an tOmbudsman gur réitigh an freagra a fuarthas ón gCoimisiún an cheist, ach chuir sé in iúl don ghearánach go bhféadfadh sé gearán nua a dhéanamh mura raibh sé sásta leis na céimeanna a thóg an Coimisiún."
Near duplicates,EUbookshop,47,"(1) má fhaightear go bhfuil cleachtais dumpála nó cleachtais eile atá daortha i gCairt Havana ar siúl ag tíortha nach comhaltaí den Chomhphobal nó ag gnóthais a bhfuil a suíomh sna tíortha sin;
Táimid sa Mheánmhuir, 11 km ón gcósta, i 60 m uisce (arb ionanné agus foirgneamh dhá stór).
B’éigean dom cúpla siopa leabhair a chuardach chun é a fháil...
De réir comhaontaithe idir an MECS agus an Ghníomhaireacht Eorpach um Shlándáil Líonra agus Faisnéise, chuir an Ghníomhaireacht teagmhálacha ar fáil le heagraíochtaí saineolais náisiúnta, agus thug sí comhairle faoi mhodheolaíocht an iniúchta slándála.
— i Västerbotten: ""kommuner"" Nordmaling, Robertsfors, Vännäs agus Umeå agus ""församlingar"" Boliden, Bureå, Burträsk, Byske, Kågedalen, Lövånger, Sankt Olov, Sankt Örjan agus Skellefteå i ""kommun"" Skellefteå ach lena n-áirítear na limistéir thadhlacha seo a leanas:"
Near duplicates,EUbookshop,48,"Thar ceann Choimisiún na gComhphobal Eorpach
Chun na treoirlínte do chomhbheartas talmhaíochta a léiriú, déanfaidh an Coimisiún, a luaithe a thiocfaidh an Conradh seo i bhfeidhm, comhdháil de na Ballstáit a chomóradh, d'fhonn a mbeartais talmhaíochta a chóímheas, go háirithe tri entintas a sholáthar ar a n-acmhainní agus a riachtanais.
I gCaibidil 5 tá cur síos ar chaidreamh an Ombudsman Eorpach le hombudsmain náisiúnta, réigiúnacha agus áitiúla san Eoraip agus níos faide ó bhaile.
Sa chás sin, rachaidh téarma oifige chomhaltaí an Choimisiúin a cheapfar chun a n-ionad a ghabháil in éag ar an dáta a rachadh téarma oifige chomhaltaí an Choimisiúin ar tugadh orthu éirí as d'aon bhuíon in éag.
1 gcás gan táirge a bheith faoi réir Stát-mhonaplachta de chinéal tráchtálach ach in aon Bhallstát amháin nó i mBallstáit áirithe, féadfaidh an Coimisiún a údarú do na Ballstáit eile bearta cosanta a chur chun feidhme go dti go mbeidh an coigeartú dá bhforáiltear i mir 1 déanta; cinnfidh an Coimisiún coinníollacha agus sonraí na mbeart sin."
Near duplicates,EUbookshop,49,"Déanfaidh an Chom­hairle an modh ar a maoineofar na stoic sin a fhormheas, ag gníomhú di trí thromlach cáilithe ar thogra ón gCoimisiún.
Éanlaithe clóis marbha (is é sin le rå, cearca, lachain, géanna, turcaithe agus cearca guine) mar aon lena scartach inite (seachas ae), úr, fuaraithe nó reoite
Tá Europol freagrach don Chomhairle Ceartais agus Gnóthaí Baile, i. airí ceartais agus gnóthaí baile na dtíortha AE go léir.
Más féidir Iibh a dhaingniú go foírmiúil anois go bhfuil an bonn ceart tuisceana eadrainn i dtaobh a mbeidh ar ár gcumas amach anseo i gcás an bhainne, más féidir libh glacadh leis na tuairimí atá luaite agam ar thábhacht agus ar shainghnéithe mhargadh an bhagúin i gComhphobal méadaithe agus a aithint gur mhaith an rud an chobhsaíocht i gcás muiceola agus uibheacha, féadfaimidne a dheimhniú duit, ónar dtaobhna de, nach gá dúinn a thuilleadh ceisteanna a ardú ar na hábhair sin le linn na gcaibidlí, ach amháin i gcomhthéacs ginearálta na gcomhshocruithe idirthréimhseacha.
Arna dhéanamh sa Bhruiséil, an 22 Eanáir 1972"
Near duplicates,EUbookshop,50,"Sa mhéid nach bhfuil na comhaontuithe sin ag luí leis an mBunreacht, glacfaidh an Ballstát nó na Ballstáit i dtrácht gach slí iomchuí chun an neamhluí arna shuíomh a dhíchur.
Má mhúchtar an t-uisce as ar feadh tréimhse fada téimid chomh fada le teach m’athar nó teach thuismitheoirí mo mhná,' a deir Barış, ollamh le heacnamaíocht in Ollscoil Marmara.
Cóireálacha andúiletraidisiúnta agus nua
Bainistiú fadtéarmach na hacmhainne Déantar mórchuid na stoc a shaothraítear in uisce an Chomhphobail, na cinn is leochailí ar a laghad, déantar iad a bhainistiú ag pleananna ilbhliantúla a oibrítear amach ar bhonn eolaíoch.
(b) socrófar modhanna iomchuí chun leasanna Ceuta agus Melilla a chur san áireamh, go hiomlán nó go páirteach, sna gníomhartha a ghlacfaidh sí, gach cás ar a fhiúntas féin, maidir le caibidlí an Aontais d'fhonn comhaontuithe iascaigh a fhadú nó a thabhairt i gcrích le tríú tíortha agus chun leasanna speisialta Ceuta agus Melilla a chur san áireamh sna coinbhinsiúin iascaigh idirnáisiúnta ar páirtí conarthach iontu an tAontas."
Near duplicates,Wikipedia,1,"Deoraíocht, úrscéal le Pádraig Ó Conaire
I gcás cúrsaí airgeadais, glan an Ríocht Aontaithe fiacha áirithe an tSaotstáit (ach íocfadh Saorstát Éireann cúiteamh mar gheall ar Chogadh na Saoirse).
2001 — Harry Secombe, fuirseoir agus aisteoir (r.1921)
Anois tá an-dúil ag daoine sna hAlpa de bharr na sciála agus deis spaisteoireachta amuigh faoin aer a bheith acu.
The Spirit Level (Faber & Faber, 1996)"
Near duplicates,Wikipedia,2,"Ní fios cén uair a céad-imríodh spórt, ach tá fianaise ann go raibh na Sínigh ag imirt cineál éigin spóirt timpeall 4000 RCh. Tá a fhios againn chomh maith go raibh móréileamh ar ghleacaíocht san Éigipt. Is léir ó shéadchomharthaí go raibh córas rialacha do na cluichí seo freisin.
1973 — Airat Ichmouratov, cumadóir Ceanadach
1949 — Alex Higgins, imreoir snúcair Éireannach
Sna 1950idí, fuair Henri Cartier-Bresson agus Robert Capa cáil amach mar gheall ar a gcuid grianghraif tuairisciúla don eagraíocht Magnum.
1937 — Avram Hershko, bitheolaí Ungárach"
Near duplicates,Wikipedia,3,"20 Iúil — Larry Craig, polaiteoir Meiriceánach
An Nagarna-Carabaic
D'eascair an t-ainm seo as na focail each (capall) agus léim, mar deirtear gur léim capall miotasach ó oirthear an cheantair chun an iarthair agus gur mar sin a thugtar Eachléim ar an talamh idir an dá áit.
D'ól Breandán Ó Beacháin go trom ar feadh na mblianta. Bualadh tinn é le diaibéiteas go luath sna seascaidí. Ina dhiaidh sin, ba mhinic é ar meisce go poiblí, ar an stáitse agus fiú ar teilifís i 1956. Bhí gach leabhar dá chuid a foilsíodh tar éis 1957 bunaithe ar thaifeadadh a rinneadh leis, nó a scríobhadh i bhfad roimhe sin iad.
1962 — Martina Anderson, polaiteoir Éireannach"
Near duplicates,Wikipedia,4,"1993 — Niall Horan, amhránaí agus cumadóir Éireannach
Scoilt an Eaglais Chaitliceach Rómhánach agus Ceartchreidmheachas na Oirthear as a chéile sa Siosma Mór na 1054 AD.
1951 — Roberto Durán, dornálaí Panamach
Beal Atha Amhnais
2 Márta — Tom Wolfe, údar agus iriseoir Meiriceánach"
Near duplicates,Wikipedia,5,"Is é Robert J. Bently (P) an gobharnóir faoi láthair agus is iad Jeff B. Sessions III (P) agus Richard C. Shelby (P) na seanadóirí SA. Bhí an bunreacht Alabama uchtaithe i 1901.
Básanna i 1799
Siarra Leon - Lá na Poblachta
uasmhéid 773 K
1888 — Walther Kossel, fisiceoir Gearmánach"
Near duplicates,Wikipedia,6,"17 Samhain — August Ferdinand Möbius, matamaiticeoir agus réalteolaí Gearmánach
1895 — Babe Ruth, imreoir daorchluiche Meiriceánach
1964 — Ray D'Arcy, craoltóir Éireannach
Tugann na Moslamaigh urraim do Chríost mar fhear naofa agus mar dhuine de na Fáithe, ach ní chreideann siad gurb é Mac Dé é. Is é teagasc na Moslamach, freisin, nach bhfuair sé bás ar an gcros, ach gur chuir Dia dallamullóg ar na daoine, ionas gur shíl siad amhlaidh.
1909 — Laxmi Prasad Devkota, file Neipealach"
Near duplicates,Wikipedia,7,"Sna seascaidí agus sna seachtóidí tugadh aitheantas do roinnt cearta sibhialta, ceart vótála na mban san áireamh (1960). D'fhan comhrialtais den eite chlé i réim, cé go ndeachaigh na Daonlathaigh Chríostaí i gcomhar leis na Cumannaigh sa bhliain 1988. Níor tháinig aon athrú mór ar an gclaonadh clé, áfach, rud ba léir chomh déanach le toghcháin na bliana 2006, nuair a tháinig comhrialtas meánchlé i dtreis.
2001 — Douglas Adams, scríbhneoir Sasanach (r.1952)
Baile Bhlainséir
Tadhg Gaelach Ó Súilleabháin, file Éireannach (r. t. 1715)
Joseph Black,"
Near duplicates,Wikipedia,8,"1964 — Solly Krieger, dornálaí Meiriceánach
1992 — Selena Gomez, aisteoir agus ceoltóir Meiriceánach
ar fáil go forleathan in Éirinn
30 Eanáir — Bernadette O'Farrell, ban-aisteoir Éireannach
1 imrothlú in aghaidh 18.6 bliain"
Near duplicates,Wikipedia,9,"1974 — Nigel Mills, polaiteoir Briotanach
Tragóidí millteanacha
967 -
Aidan Heavey
Is é Augusta príomhchathair an stáit agus is é Portland an chathair is mó."
Near duplicates,Wikipedia,10,"3. Lár an deiscirt.
Bhí gluais ag dul le gach alt, rud a chiallaíonn gur féidir leis an foghlaimeoir é a léamh gan an foclóir.
Is éard is míochaine nó leigheas ann ná an eolaíocht a bhaineann le haire don cholainn agus don aigne, agus an freastal a thugann dochtúirí leighis. Is mór é a réimse, agus baineann líon mór saineolaíochtaí leis - na trí réimse is ginearálta ná máinliacht, míochaine chliniciúil agus taighde míochaine.
An Duifrian
Montegiardino"
Near duplicates,Wikipedia,11,"An Chróitis
1971 — Nicholas Egan, polaiteoir Éireannach (r. 1903)
Ba é Laoiseach XIII rí na Fraince ó 1610 go dtí a bhás i 1643. Rugadh sa bhliain 1601 é agus rinneadh rí de tar éis bhás a athar, Anraí IV. Phós sé Anne na hOstaire. Bhí beirt pháistí aige: Louis XIV agus Philippe d'Orléans. Fuair sé bás i 1643.
Sna seachtóidí moladh an comhartha astralaíoch seo a athainmniú, ó tharla gur cheap astralaithe éigin gurbh ruaigtheach é an comhcheangal samhlaithe leis an ngalar Ailse, nó """"cancer"""" mar a thugtar as Béarla uirthi. Daoine éigin ar rugadh faoi chomhartha na gréine den Phortáin iad, gaireann siad Clann na Gealaí díobh féin ina ionad, mar baineann an comhartha leis an nGealach de réir astralaíochta.
Ag déanamh scór nuair a bhfaigheann an ionsaitheoir an liathróid istigh sa chearnóg"
Near duplicates,Wikipedia,12,"Cré na Cille Sáirséal agus Dill, Baile Átha Cliath 1949/1965 (úrscéal)
1971 — Séamas Mac Fhearaigh, iománaí Éireannach
Carlos Slim (1940-) fiontraí
An Ghréigis taobh amuigh den Ghréig
Gleann Doinne"
Near duplicates,Wikipedia,13,"Le coincheap an voseo a thuiscint, ní mór dúinn súil a chaitheamh ar iarmhíreanna pearsanta na mbriathar Spáinnise mar a labhraítear sa Spáinn féin í:
12 Meitheamh — Gregory Peck, aisteoir Meiriceánach (r. 1916)
Damhshraith, Droichead an Bhuitléaraigh, Dún an Rí, An Damhshraith, Droim Chearbán, Droichead Uí Dhálaigh
Leabhar Iób
Amhránaithe"
Near duplicates,Wikipedia,14,"M7 Tuam Uí Mheardha go dtí Áth na Coite, 2009
0,702804Lat na Laitvie (Socraithe, 2014)
13 Bealtaine — Ronald Ross, lia Sasanach a rugadh san India (b.  1932)
535 — Pápa Eoin II (r. 470)
2016 — Zsa Zsa Gabor, ban-aisteoir Ungárach"
Near duplicates,Wikipedia,15,"Deauville, An Fhrainc
1887 — Gustav Hertz, fisiceoir Gearmánach
An Bhanna Uachtarach
1143 — Pápa Innocentius II
1932 — George Eastman, ceapadóir is daonchara Meiriceánach"
Near duplicates,Wikipedia,16,"fada - faide
Michel Foucault, a d'fhorbair fealsúnacht iar-nua-aoiseach na staire, na cumhachta, an fhaireachais, agus na gnéasachta.
1943 — Christine Charbonneau, amhránaí Ceanadach (b. 2014)
I 1940 a cúig cruthaíodh Córas Iompair Éireann (CIÉ). Fuair siad seacht milliún punt, go leor chun an córas a choimeád ar oscailt. Bhí siad ábalta traenacha díosail nua a cheannach. Tháinig na céad """"railcars"""" nua i 1951, agus na céad cinn de ceád traenacha díosail ceithre bliana ina dhiaidh sin.
agus ón mbliain 2008 go dtí 2011."
Near duplicates,Wikipedia,17,"D'fhág na filí Meán-Ard-Ghearmáinise cuid mhór litríochta ina ndiaidh. Thar aon rud eile, bhí an Minnesang ann, is é sin, an fhilíocht choinbhinsiúnta grá. Ba é an grá cúirtiúil a bhí i gceist, is é sin, grá an ridire don bhean uasal a n-ofrálann sé a anam ar a son i bpáirc an áir gan aon teagmháil cheart grá nó collaíochta. Ba é Walther von der Vogelweide máistir an chineál seo filíochta. Bhí an Artúraíocht—is é sin, na laoithe eipiciúla faoi eachtraí an Rí Artúr agus a chuid ridirí—ina cuid thábhachtach de scríbhneoireacht na linne freisin, sa Ghearmáin chomh maith le hiarthar na hEorpa ar fad. I measc na bhfilí a scríobh laoithe nó eipicí faoi théamaí Artúraíochta, bhí Hartmann von Aue agus Gottfried von Strassburg. File eipiciúil tábhachtach ab ea Wolfram von Eschenbach freisin. Bhí a gcuid saothar bunaithe ar bhuntéacsaí Fraincise, go háirithe ar na dánta Artúraíochta a scríobh Chrétien de Troyes.
24 Eanáir - Tháinig Séarlas VII i gcomharbas ar Shéarlas VI mar Impire Naofa Rómhánach.
Aeráid fhionnuarmheasartha aigéanach a bhíonn i mBaile Átha Cliath: geimhrí cineálta agus samhraí fionnuara. Ní bhíonn teochtanna as cuimse ann. Ní thiteann mórán báistí i mBaile Átha Cliath i gcomparáid le codanna eile den tír mar gheall ar a shuíomh (in oirthear na tíre, faoi scáth shléibhte Chill Mhantáin. Is í 8 °C (46.4 °F) an mheánteocht i mí Eanáir agus is í 20 °C (68 °F) an mheánteocht i mí Iúil. Is iad Bealtaine agus Meitheamh na míonna is grianmhara: meán de 6 uair an chloig de sholas na gréine in aghaidh an lae. Is í mí na Nollag an mhí is fliche le 76mm báistí agus is í mí Feabhra an mhí is tirime le 50mm báistí.
1981 — Mickey Walker, dornálaí Meiriceánach (r. 1901)
|Fisic Mhatamaiticiúil || Dóchúlacht || Staidreamh ||"
Near duplicates,Wikipedia,18,"1974 — Stelios Giannakopoulos, imreoir sacair
1959 — Meg Bateman, scríbhneoir Albanach
1. M7 – Baile Átha Cliath, An Nás
comhdhéanta d’fhrithdhamhna ní amháin ag gach leictreon, ach ag gach cáithnín. Tá
Tá an baile ag fás fós agus daonra 25,000 duine ann. Tá sráideanna nua-aimseartha ann, ionaid siopadóireachta agus óstáin. Tá na teicneolaíocht nua agus an treallús ag coinneáil na cathrach chun tosaigh i ngeilleagar na hÉireann."
Near duplicates,Wikipedia,19,"Bhí Hillary sa Seanad idir 2001 agus 2009 mar ionadaí do stát Nua-Eabhrac.
bith den Tiomna Nua. Ní ghlactar gach dream ach an oiread le Tóibít, Iúidit, Macabaeigh I agus II,
Corn Mhic Riocaird
1970 - Phléasc tanc ocsaigin ar an Apollo 13 ag cur cosc orthu iarracht a dhéanamh stopadh ar an ngealach.
Agus é ag gluaiseacht thar thuaisceart na Poblachta Doiminiceánaigh, maraíodh 18 ar a laghad."
Near duplicates,Wikipedia,20,"mafia - an bród, an áilleacht, an chúis mhaíte. Focal an-mholtach ab ea mafia i gcanúint na Sicile riamh. Ar dtús, d'fhéadfaí mafiosa a thabhairt ar bhean a raibh idir dhathúlacht agus mhórtas cine ag roinnt léi.
1864 — William Smith O'Brien, polaiteoir Éireannach
1988 — Charles Hawtrey, aisteoir scannán Sasanach (r. 1914)
Sa bhliain 2003, b'fhiú olltáirgeacht  an stáit $93 billiún. B'é luach mheánioncaim an duine ná $29,438. Is eallach, cruithneacht, sorghum, pónaire shoighe, muic and arbhar iad na táirgí talmhaíochta is mó. Is iad trealaimh iompar, aerárthach tráchtála agus príobháideach, bia próiseáil, foilsitheoireacht, táirgí cheimiceach, innealra, feisteas, peitriliam agus mianadóireacht na táirgí tionscailíochta is mó.
20 Márta — Chester Bennington, amhránaí agus cumadóir Meiriceánach"
Near duplicates,Wikipedia,21,"Is dóigh liom é = is é mo thuairim
3 Feabhra — Gertrude Stein, scríbhneoir agus file Meiriceánach
Chuir daoine fúthu san áit ina bhfuil Stát Nua-Eabhrac anois timpeall 10,000 bliain ó shin. Treibheanna Algancacha a bhí i ndeisceart agus oirthear an stáit le fada an lá faoin am ar tháinig na chéad Eorpaigh. Bhí an pobal Lenape sa deisceart agus i ngleann an Hudson suas leath bealaigh go hAlbany, a bheag nó a mhór; agus bhí na Mahican ní b'fhaide soir ó thuaidh. Tháinig na hIroquois aneas as na sléibhte Apaláiseacha timpeall na bliana 800 agus chuir siad fúthu in iarthar agus i dtuaisceart Nua-Eabhrac. Cónaidhm de chúig threibh a bhí ann, mar atá (agus ag dul ó oirthuaisceart Nua-Eabhrac siar) na Móhácaigh, Oneida, Onondaga, Cayuga agus Seneca. Chónaíodh na Móhácaigh taobh thuaidh de na Lenape. Ar theacht na nEorpach, thréig na Tuscarora, treibh Iroquois eile, a ndúiche i Carolina Thuaidh agus chuir siad fúthu i Nua-Eabhrac mar an séú treibh den chónaidhm.
Sa Phoblacht, bíonn comharthaí scríofa as Gaeilge, i gcló beag iodálach i gcomparáid leis an leagan Béarla a bhíonn scríofa i gcló níos móire agus neamh-iodálach. Sa Ghaeltacht, bíonn na comharthaí as Gaeilge amháin, i gcló beag iodálach. Sa Tuaisceart, bíonn comharthaí ar fáil as Béarla amháin.
1963 - Ba í Valentina Tereshkova an chéad bhean sa spás"
Near duplicates,Wikipedia,22,"Cónaíonn timpeall le 83% den daonra i gceann de na 363 limistéar cathrach. I 2006, bhí daonra thar 100.000 daoine i 254 áit chorpraithe sna Stáit Aontaithe, agus bhí níos mó ná milliún cónaitheoir i 9 gcathair agus thar 2 mhilliún cónaitheoir i 4 cathair (Nua-Eabhrac, Los Angeles, Chicago, agus Houston). Tá caoga limistéar cathrach sna Stáit Aontaithe le daonra thar milliún daoine.
1978 — Miroslav Klose, imreoir sacair
1960 — Doiminic Ó Brolcháin, polaiteoir Éireannach
Príomhaltː Ionradh na Polainne
Beni Suef, Banha"
Near duplicates,Wikipedia,23,"1977
1992 — Oliver Dingley, tumadóir Sasanach
Páirc Uí Chuilinn
2002 — John Gorton, polaiteoir Astrálach agus 19ú Príomh-Aire na hAstráile
Rac bog"
Near duplicates,Wikipedia,24,"29 Deireadh Fómhair — Pádraig Ó Donnagáin, polaiteoir Éireannach
Ces Noínden, In Ceas Naigen
1947 — Tessa Jowell, polaiteoir Briotanach
13 Bealtaine – Scair Eacuadór le Gran Colombia.
Lá Domhanda Veigeánach"
Near duplicates,Wikipedia,25,"Tá an-tábhacht ag cártaí Nollag sna SAM, in Éirinn agus sa Bhreatain, go minic le cairdeas a choinneáil le gaolta agus le cairde i bhfad i gcéin, maille le daoine a dhéanann gnó le chéile. Tugann a lán pictiúr an chlainne leis an gcárta, agus uaireanta airgead nó nuachtlitir a thugann a n-éachtaí agus a n-aistir ar feadh na bliana.
14 Lúnasa — Czesław Miłosz, scríbhneoir aistí agus file liriciúil Polannach (r. 1911)
CD - Cruadhiosca
Nollaig, 15
1977 — Orlando Bloom, aisteoir"
Near duplicates,Wikipedia,26,"17 Márta — Nat King Cole, amhránaí Meiriceánach
2003 — Joe Locke, Aisteoir as Oileán Mhanann
Néapálais : namaste don lá ar fad is mar bheannacht
1988 — Calum MacLeòid, cruicéadaí
Thóg sé níos mó ná céad bliain ar na hArabaigh (827-965) an tSicil iomlán a fhorghabháil, agus ina dhiaidh sin féin, níor fhan an t-oileán acu ach céad bliain. Ansin, ghlac na Normannaigh suim sa tSicil, san am céanna a raibh siad ag déanamh a ngabháltais ar go leor oileán Eorpach eile - an Bhreatain Mhór san áireamh. Bhí siad sásta, áfach, cead a gcultúir a fhágáil ag na hArabaigh áitiúla, i dtús báire ar a laghad, agus chuaigh an tArabachas go mór i bhfeidhm ar an tSicil. Maireann cuid mhór iasachtaí Araibise i gcanúint an oileáin inniu féin - an focal mícháiliúil sin maifia ina measc."
Near duplicates,Wikipedia,27,"1981 — Hans Adolf Krebs, bithcheimiceoir Briotanach (r. 1900)
21 Aibreán — Jean Baptiste Biot, fisicí Francach (b. 1862)
Ní thagann an chabhair in am, agus sa deireadh thiar, feicimid Sven sínte marbh ina spréiteachán san fhéar. Cromann Sandels, an ceannfort, ar é a scrúdú, agus sonraíonn sé go bhfuil poll piléir díreach in aice le croí an tsaighdiúra. An tátal a bhaineann sé as seo, is cuid de bhéaloideas na bhFionlannach inniu é:
An Charlemagne mór, m'athair, shaor sé mé ó na Saracíní,
11 Nollaig – D'fhógair an Ghearmáin agus an Iodáil cogadh ar SAM."
Near duplicates,Wikipedia,28,"Síocháin — Níor bronnadh
Anailísí malartacha comhréireacha
1992 — Ciara Mageean, reathaí meánraoin Éireannach
1941 — Flórián Albert, imreoir sacair Ungárach (b. 2011)
Leathanach M27 de chuid SEDS"
Near duplicates,Wikipedia,29,"Baile i dtuaisceart Chontae Chorcaí is ea Ceann Toirc. Tá sé tuairim is 50 ciliméadar ó chathair Chorcaí, 50 km ó Luimneach agus ón mBlarna, 15 km ó Mhala agus 40km ó Chill Airne. Cónaíonn breis agus 2,000 duine ar an mbaile.
1992 — Vicente Rondón, dornálaí Veiniséalach
1987 — Patrick Delap, polaiteoir Éireannach
26 Feabhra — Antoine Baumé, ceimiceoir Francach
1911 — Georges Pompidou, Uachtarán na Fraince (b. 1974)"
Near duplicates,Wikipedia,30,"{| style=""""border:1px solid #ddd; text-align:center; margin:auto"""" cellspacing=""""20""""
1930 — Windsor Davies, aisteoir Briotanach
Buile Shuibhne
1938 — Bill Withers, amhránaí agus ceoltóir Meiriceánach
18 Meitheamh — Charles Louis Alphonse Laveran, dochtúir Francach"
Near duplicates,Wikipedia,31,"The Good Gardener (On How He Fell) (5:26)
1969 - Phós Paul McCartney agus Linda Eastman i Londain.
2011 — Josephine Hart, scríbhneoir Éireannach (r. 1942)
5 Deireadh Fómhair — Nicola Roberts, amhránaí Sasanach
1813 — Henry Bessemer, innealtóir Sasanach"
Near duplicates,Wikipedia,32,"1990 — Alberto Moravia, scríbhneoir agus iriseoir Iodálach (r. 1907)
Maud Gonne
1901 — Linus Pauling, eolaí Meiriceánach
Ríocht Aontaithe - Guy Fawkes Night
1875 — Hans Christian Andersen, 70, údar agus file Danmhairge (r. 1805)"
Near duplicates,Wikipedia,33,"1929 — Brian Redhead, craoltóir (b.1994)
Lucht Tí Íochtarach, Lucht Tí Uachtarach
1896 — Osmond Esmonde, taidhleoir agus polaiteoir Éireannach (b. 1936)
Tolkein, J. R. R.
1998 — Kevin Lloyd, aisteoir Sasanach (r. 1949)"
